DOI,Citation_context,Source,file ID,Year,Journal
10.1021/acsomega.8b00047,,Scopus citing DOI,12.pdf,2018,ACS Omega
10.1021/acsomega.8b01159,,Scopus citing DOI,79.pdf,2018,ACS Omega
10.1080/00032719.2017.1402336,"2017), Zn (Liang and Rao 2017), Cu (Zhu et al. 2012; Wang et al. 2014), melamine (Xu and Lu 2015a), and 2,4,6-trinitrotoluene (Xu and Lu 2015b) have been reported.",SemSchol&FB,,2018,Analytical Letters
10.1186/s11671-018-2440-6,,Scopus citing DOI,,2018,Nanoscale Research Letters
10.2174/1385272821666171005152058,,Scopus citing DOI,,2018,Current Organic Chemistry
10.1002/ange.201814282,"“…[1][2][3] When the level of metal ions deviates from the normal range,d isease, such as Alzheimersa nd Parkinsonsd isease,a nd cancer cell proliferation, often occurs. [3][4][5][6] As cofactors,m etal ions participate in cellular behavior processes,e specially zinc, magnesium, and copper, which participate in as eries of physiological and cellular behaviors. [7][8][9][10] Even though aseries of chemical probes using either small fluorescent organic molecules or proteins have been reported for metal ion detection, [8,[11][12][13] the large number of different metal ions in living systems calls for am ore generalizable method for imaging and quantifying as many metal ions as possible in living systems.…”",Scite,,2019,Angewandte Chemie
10.1002/ange.201814282,"“…Metal ions are involved in almost all known physiological processes and play vital roles in many of them. [1][2][3] When the level of metal ions deviates from the normal range,d isease, such as Alzheimersa nd Parkinsonsd isease,a nd cancer cell proliferation, often occurs. [3][4][5][6] As cofactors,m etal ions participate in cellular behavior processes,e specially zinc, magnesium, and copper, which participate in as eries of physiological and cellular behaviors.…”",Scite,,2019,Angewandte Chemie
10.1002/anie.201814282,"“…Metal ions are involved in almost all known physiological processes and play vital roles in many of them [refs]. When the level of metal ions deviates from the normal range, disease, such as Alzheimer's and Parkinson's disease, and cancer cell proliferation, often occurs [refs]. As cofactors, metal ions participate in cellular behavior processes, especially zinc, magnesium, and copper, which participate in a series of physiological and cellular behaviors [refs].…”",Scite,,2019,Angewandte Chemie International Edition
10.1002/anie.201814282,"“…Metal ions are involved in almost all known physiological processes and play vital roles in many of them [refs]. When the level of metal ions deviates from the normal range, disease, such as Alzheimer's and Parkinson's disease, and cancer cell proliferation, often occurs [refs].…”",Scite,,2019,Angewandte Chemie International Edition
10.1002/slct.201803584,"“…Different quantum dots are used for the detection of copper ions, [ref], [ref], [refs], [ref], and their performance parameters are listed in Table to intuitively compare with our results. A low detection limit of 5 nM and wide detection range of 5 nM‐100 μM was obtained for CdSe CDs, but the introduction of toxic element inhibits their practical application, [ref] though it can be partially improved by cladding with silica shell [ref].…”",Scite,,2019,ChemistrySelect
10.1002/slct.201803584,"“…According to the response selectivity of our CDs to Cu 2+ , we think three factors should be responsible for this: (1) copper ions exhibit the highest absorption affinity towards the carbon nanostructure among other transition metals, which is the prerequisite for the effective fluorescence quenching for CDs/Cu 2+ system;[ref] (2) the strong fluorescence quenching for CDs/M n+ (M: metal) system means the efficient electron transfer from the excited state of CDs to M n+ , then back to the ground state of CDs, which requires an appropriate potential of M n+ /M (i. e. more negative than the potential of the hole on the CDs and more positive than that of the electron on the CDs). From the standard formal potential (E 0 ) of M n+ /M, the redox potential of Cu 2+ /Cu + (or Cu 2+ /Cu) is possibly optimum for the electron transfer from CDs to other reference metal ions;[ref] (3) the good oxidability of Cu 2+ makes Cu 2+ most appropriate receptors for the transferred electron from QDs [ref]…”",Scite,,2019,ChemistrySelect
10.1002/slct.201803584,"“…Different quantum dots are used for the detection of copper ions, [ref], [ref], [refs], [ref], and their performance parameters are listed in Table to intuitively compare with our results. A low detection limit of 5 nM and wide detection range of 5 nM‐100 μM was obtained for CdSe CDs, but the introduction of toxic element inhibits their practical application, [ref] though it can be partially improved by cladding with silica shell [ref]. As a contrast, CDs are excellent fluorescence probe due to their nontoxicity, high stability and sensitivity, [refs], [ref], but some shortcomings inhibit their ion detection application, such as long response time of more than 10 min, [ref], [ref] narrow detection interval of only two orders of magnitude, [ref],, [ref], low sensitivity of less than 22%[ref], or complex post processing [refs], [ref],.…”",Scite,,2019,ChemistrySelect
10.1002/slct.201803584,"“…According to the fluorescence probe, chromium or cadmium‐based semiconductor quantum dots are widely used, [ref] but the use of deleterious elements inhibits their application as fluorescence probe. Though it can be partially inhibited by surface modification with thioglycerol or nontoxic semiconductor [ref]…”",Scite,,2019,ChemistrySelect
10.1002/adom.201900659,,Scopus citing DOI,171.pdf,2019,Advanced Optical Materials
10.1002/anie.201811703,,Scopus citing DOI,217.pdf,2019,Angewandte Chemie International Edition
10.1002/chem.201802793,"“…[2] CDsh ave as eries of advantages over conventional organic dyes and semiconducting quantumd ots, [3] such as excellent biocompatibility,e ase of large-scale preparation,l ow-costing precursors, highly tunable photoluminescence, aqueous dispersibility, ideal electro-and photocatalytic features, photostabilitya gainst photobleaching and blinking, and other superior performances. Owing to their fascinating properties, CDs have demonstrated great potential in many fields, [4] for example, as sensorp robes in analyte detection, [5] as fluorescence probesinbioimaging, [6] as carriers in drug delivery,asl ight-harvestinga gentsi ns olar cells, and as catalysts in photocatalysis. However,l ow quantum yields (mostly lower than 5%)a nd poor solubility severely hinder their widespread applications.…”",Scite,,2019,Chemistry – A European Journal
10.1002/smll.201803913,,Scopus citing DOI,216.pdf,2019,Small
10.1007/s00216-019-01670-z,,Scopus citing DOI,163.pdf,2019,Analytical and Bioanalytical Chemistry
10.1007/s00216-019-01963-3,,Scopus citing DOI,170.pdf,2019,Analytical and Bioanalytical Chemistry
10.1007/s00339-019-2939-4,,Scopus citing DOI,178.pdf,2019,Applied Physics A
10.1007/s00604-018-3110-1,,Scopus citing DOI,158.pdf,2019,Microchimica Acta
10.1007/s00604-019-3505-7,,Scopus citing DOI,174.pdf,2019,Microchimica Acta
10.1007/s11431-018-9330-y,,Scopus citing DOI,246.pdf,2019,Science China Technological Sciences
10.1007/s12274-019-2489-2,,Scopus citing DOI,173.pdf,2019,Nano Research
10.1016/B978-0-12-814497-8.00005-9,,Scopus citing DOI,160.pdf,2019,"Novel Nanomaterials for Biomedical, Environmental and Energy Applications"
10.1016/j.aca.2018.12.024,,Scopus citing DOI,245.pdf,2019,Analytica Chimica Acta
10.1016/j.bios.2019.02.031,,Scopus citing DOI,187.pdf,2019,Biosensors and Bioelectronics
10.1016/j.carbon.2019.08.014,,Scopus citing DOI,189.pdf,2019,Carbon
10.1016/j.jcis.2019.07.022,,Scopus citing DOI,168.pdf,2019,Journal of Colloid and Interface Science
10.1016/j.jhazmat.2019.02.008,,Scopus citing DOI,183.pdf,2019,Journal of Hazardous Materials
10.1016/j.jphotochem.2019.111918,,Scopus citing DOI,176.pdf,2019,Journal of Photochemistry and Photobiology A: Chemistry
10.1016/j.jphotochem.2019.111938,,Scopus citing DOI,172.pdf,2019,Journal of Photochemistry and Photobiology A: Chemistry
10.1016/j.saa.2018.10.002,,Scopus citing DOI,,2019,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.saa.2018.12.036,,Scopus citing DOI,248.pdf,2019,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.saa.2019.03.108,,Scopus citing DOI,185.pdf,2019,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.snb.2019.126698,,Scopus citing DOI,169.pdf,2019,Sensors and Actuators B: Chemical
10.1016/j.snb.2019.126829,,Scopus citing DOI,186.pdf,2019,Sensors and Actuators B: Chemical
10.1021/acs.analchem.8b03992,"“…Recently, fluorescence lifetime imaging microscopy (FLIM) has been widely used for biological research.  [ref]−[ref] [ref]  Because FLIM measurement is insensitive to the concentration of fluorescent probes, light sources, as well as measurement environments, it is a highly effective method for quantitative monitoring of biologically important targets inside live cells. Our group is interested in development of new analytical methods including several probes for FLIM biosensing for determination of reactive oxygen species (ROS) and oxidative stress-related molecules.  [ref]−[ref] [ref] [ref]  However, to the best of our knowledge, the fluorescent probe for FLIM imaging and biosensing of p-tau protein in live cells has never been reported. In this work, we first designed and developed a highly selective FLIM probe (τ-p-tau) to monitor p-tau protein, in which two Zn 2+ -2,2′-dipicolylamine (Dpa) units were designed as recognition groups and rationally integrated into a cyanine dye with large Stokes shift (160 nm).…”",Scite,,2019,Analytical Chemistry
10.1021/acs.analchem.8b05360,"“…Fluorescence-based biosensors have attracted great interest because they are simple and effective for cellular native species sensing and imaging.  [ref]−[ref] [ref] [ref] [ref]  Several elegant fluorescent Ca 2+ probes have been developed, such as genetically encoded fluorescent proteins (GFPs),  [ref]−[ref] [ref]  small organic molecule probes,  [ref]−[ref] [ref] [ref]  and upconversion nanoparticle-based probes.  [ref], [ref]  Our group is very interested in the development of analytical methods for biosensing and imaging of metal ions and reactive oxygen species (ROS) in live brains, tissues, and cells. We have developed several inorganic–organic ratiometric fluorescent probes for the determination of Cu 2+ , Fe 2+ , pH, and other oxidative stress-related ROS in living cells and tissues.  [ref]−[ref] [ref] [ref] [ref] [ref]  However, it is still challenging work to develop a fluorescent Ca 2+ probe with high accuracy and selectivity, as well as good biocompatibility and long-term stability, for fulfilling the requirements for selective imaging and accurate biosensing of Ca 2+ in live cells. In fact, an inorganic–organic composite probe may solve these problems well, because the designed organic molecules provide specific recognition for Ca 2+ while fluorescent inorganic nanomaterials, such as metal nanoclusters and carbon dots, demonstrate low cytotoxicity and long-term fluorescence stability.  [ref], [ref]  Moreover, inner-reference molecules can also be conjugated to the surface of nanomaterials to construct ratiometric probes with built-in correction, which show high accuracy, independence of probe concentrations, fluctuation of excitation light intensity, or environmental effects in complex samples.  [ref], [ref], [ref]  Therefore, it is greatly desirable to develop an inorganic–organic ratiometric fluorescent probe for Ca 2+ with high selectivity, good compatibility, and long-term stability.…”",Scite,,2019,Analytical Chemistry
10.1021/acs.est.9b01453,"“…CMNHs have shown advantages in sensing of multifarious environmental species such as pollutants (heavy metals, antibiotics, pesticides, phenolics, and microcystins) and biomacromolecules (enzymes, proteins, RNA, and DNA) (SI Tables S1–S4). Appealing attributes in effective electron and electrochemical charge transfer (Section and Figure ), abundant surface functional groups, high sensitivity, strong photostability, and favorable biocompatibility can enhance the sensing performance.  [ref], [ref]−[ref] [ref]  The dual-emission CDs–CdSe–ZnS@SiO 2 fluorescent probe is developed for in vivo imaging of Cu 2+ (0.2–1 μM linear detection range) in living cells with high degrees of specificity and sensitivity [ref]. A graphene-Bi framework is assembled for in situ detection of multiple heavy metal ions (1–120 μg/L of Pb­(II) and Cd­(II), 40–300 μg/L of Zn­(II), and with a detection limit of 0.02–4 μg/L).…”",Scite,,2019,Environmental Science &amp; Technology
10.1021/acs.inorgchem.9b00425,"“…The development of new-generation fluorescent sensors is currently of great research interest because they play a crucial role in detecting and quantifying various infections and diseases in biological systems.  [ref], [ref]  Sometimes, they can locate and entrap an infection on the cellular level [ref]. Not only biological systems but also these sensors can provide important information regarding any type of chemical contamination by modulating its fluorescence level.  [ref], [ref]  Researchers and scientists are working to enhance the limit of detection (LOD) and the fluorescence properties of these sensors.…”",Scite,,2019,Inorganic Chemistry
10.1021/acs.jafc.9b03222,"“…An appropriate C line signal system independent of the concentrations of the analyte and signal probe should be promoted and developed to obtain an accurate T/C ratio for achieving ratiometric measurement in mICAs.  [ref]−[ref] [ref]  To this end, the biotin–streptavidin (Bio-SA) system was introduced in this study as a reliable signal output on the C line, in which the signal change is related to only the sample matrix and the inherent heterogeneity of the test strips, but not the analyte and probe concentrations [ref]. Aflatoxin B 1 (AFB 1 ), fumonisin B 1 (FB 1 ), and ochratoxin A (OTA) are three common mycotoxins that frequently co-occur in contaminated cereal samples.  [ref]−[ref] [ref] [ref]  To reduce their threats to human and animal health, a novel quantum dot nanobead (QB)-based mICA (QB–mICA) with three T lines (T 1 –T 3 ) and one independent C line was constructed for the simultaneous and accurate quantitation of these three mycotoxins using ratiometric signal output (Scheme ).…”",Scite,,2019,Journal of Agricultural and Food Chemistry
10.1021/acsami.9b08215,"“…Ratiometric fluorescent sensors offer alternatives to first-generation intensity probes because of their higher sensitivity and high precision, as well as built-in correction for environmental interferences.  [ref], [ref]  The constructions of a vast majority of ratiometric systems were mainly divided into two classes: (1) constructed ratiometric systems via the emission changes of organic dyes upon binding targets such as coumarin, [ref] benzimidazole, [ref] and fluorescein derivative[ref] and (2) utilized fluorescence energy transfer (FRET) that occurred between nanomaterials and dye, such as rhodamine and upconversion nanophosphors, [ref] carbon dots and rhodamine, [ref] and CdSe–ZnS core–shell quantum dots and Atto647N [ref]. We found that the above excellent ratiometric system has the same characteristics such that the fluorescence spectra at two different wavelengths show different variation tendencies (one increased, the other unchanged; one increased, the other decreased; one decreased, the other unchanged).…”",Scite,,2019,ACS Applied Materials &amp; Interfaces
10.1021/acsami.9b10996,"“…Ratiometric PL sensors have been demonstrated for fluorophore combinations consisting of nanomaterials such as CdSe or CdTe QDs and carbon dots, among others.  [ref]−[ref] [ref]  Compared to standard photoluminescence-based sensors that only employ one emitter, ratiometric sensors offer unique advantages of visual analyte detection and probe concentration-independent response [ref]. To our knowledge, no ratiometric sensors based upon SiQDs have been reported to date, presumably because the SiQD optical response is typically quenched, or at least altered, by most luminescent dye pairings.…”",Scite,,2019,ACS Applied Materials &amp; Interfaces
10.1021/acsanm.9b00278,,Scopus citing DOI,181.pdf,2019,ACS Applied Nano Materials
10.1021/acsomega.8b02513,,Scopus citing DOI,159.pdf,2019,ACS Omega
10.1021/acssuschemeng.9b02886,,Scopus citing DOI,182.pdf,2019,ACS Sustainable Chemistry &amp; Engineering
10.1063/1.5099292,"With theadvantages of the fast response in a time scale of cellular process and the high spatial resolution, the organic molecular probes were widely used for the researches of chemistry and biology [14, 15].",SemSchol&FB,,2019,Journal of Applied Physics
10.1186/s11671-019-3088-6,,Scopus citing DOI,,2019,Nanoscale Research Letters
10.1515/zkri-2018-2130,,Scopus citing DOI,247.pdf,2019,Zeitschrift für Kristallographie - Crystalline Materials
10.2174/2213337206666190702165008,,Scopus citing DOI,177.pdf,2019,Current Organocatalysis
10.3866/PKU.WHXB201806060,,Scopus citing DOI,,2019,Acta Physico-Chimica Sinica
10.6023/A19010018,,Scopus citing DOI,,2019,Acta Chimica Sinica
10.1021/acs.analchem.9b05490,"“…22 In recent years, a number of well-designed organic molecules specific for either Zn 2+ or Cu 2+ have been reported. 23,24 However, the poor water solubility limited their application in living systems. Even though some probes adopting fluorescent nanoparticles or DNAzymes have been reported, few of them were designed for simultaneously detecting Zn 2+ and Cu 2+ ; otherwise, they cannot detect Zn 2+ and Cu 2+ ratiometrically, which limits further application in biological samples.…”",Scite,,2020,Analytical Chemistry
10.1021/acs.analchem.9b05490,"“…Existing approaches for Zn 2+ and Cu 2+ detection are fluorescent chemosensors, [ref] atomic absorption spectrometry (AAS), [ref] electrochemical methods, [ref] and inductively coupled plasma optical emission spectrometry (ICP-OES).  [ref], [ref]  The combination of a fluorescent probe and molecular imaging provides a noninvasive, high spatial and temporal resolution method for the study of cell biology [ref]. In recent years, a number of well-designed organic molecules specific for either Zn 2+ or Cu 2+ have been reported.  [ref], [ref]  However, the poor water solubility limited their application in living systems. Even though some probes adopting fluorescent nanoparticles or DNAzymes have been reported, few of them were designed for simultaneously detecting Zn 2+ and Cu 2+ ; otherwise, they cannot detect Zn 2+ and Cu 2+ ratiometrically, which limits further application in biological samples.  [ref]−[ref] [ref] [ref] [ref]  To meet these challenges, it is necessary to develop a new strategy for simultaneous detection and bioimaging of multiple metal ions in living cells and animals.…”",Scite,,2020,Analytical Chemistry
10.1021/acsami.9b20785,"“…9 Also, intracellular disruption of copper homeostasis may cause oxidative stress and severe disorders 10−12 such as cancers, 13 Parkinson's diseases, 14 liver and kidney damage, 15,16 heart and skin diseases, 17 etc. 18−20 Conventional techniques for copper detection are generally based on atomic absorption/emission spectroscopy (AAS/ AES), inductively coupled plasma mass spectroscopy (ICPMS), surface plasmon resonance (SPR), 21 fluorescence spectrometry, 22,23 etc. 24,25 Furthermore, due to tedious sample pretreatment, their applications are constrained, requiring sophisticated and expensive equipment, time consuming, and inadequate for real-time monitoring.…”",Scite,,2020,ACS Applied Materials &amp; Interfaces
10.1021/acsami.9b20785,"“…Conventional techniques for copper detection are generally based on atomic absorption/emission spectroscopy (AAS/AES), inductively coupled plasma mass spectroscopy (ICPMS), surface plasmon resonance (SPR), [ref] fluorescence spectrometry,  [ref], [ref]  etc.  [ref], [ref]  Furthermore, due to tedious sample pretreatment, their applications are constrained, requiring sophisticated and expensive equipment, time consuming, and inadequate for real-time monitoring [ref]. Therefore, new methods of detection with high sensitivity, good selectivity, high flux analysis, low consumption reagent, rapid analysis, and easy operation need to be developed.  [ref], [ref]  Transistor sensors,  [ref], [ref]  especially solution-gated graphene transistors (SGGTs) have shown great potential due to their easy fabrication, low cost, and high biocompatibility.  [ref]−[ref] [ref]  SGGTs have been extensively investigated as a promising platform for a wide range of chemical and biological sensing applications including ions, [ref] pH, [ref] glucose, [ref] dopamine, [ref] DNA, [ref] protein, [ref] cells, [ref] virus,  [ref], [ref]  etc.  [ref], [ref] …”",Scite,,2020,ACS Applied Materials &amp; Interfaces
10.1021/acsanm.0c01593,"“…They are characterized by high optical and chemical stability, good water solubility, photobleaching resistance biocompatibility, and low-cost preparation. For these reasons, nowadays CNPs found application in a wide range of fields, such as analytical chemistry, 35 biosensing, 36 bioimaging, 37 theranostics, 38 molecular communication, 39 and photocatalytic energy conversion. 40 Our strategy is to combine the recognition properties offered by the ""multitopic approach"" with the water solubility and the excellent optical properties of CNPs, in order to obtain a new generation of nanostructured water-soluble sensors for the efficient and selective detection of CWAs in water and gas phases.…”",Scite,,2020,ACS Applied Nano Materials
10.1021/acsanm.0c01593,"“…They are characterized by high optical and chemical stability, good water solubility, photobleaching resistance biocompatibility, and low-cost preparation. For these reasons, nowadays CNPs found application in a wide range of fields, such as analytical chemistry, [ref] biosensing, [ref] bioimaging, [ref] theranostics, [ref] molecular communication, [ref] and photocatalytic energy conversion [ref]…”",Scite,,2020,ACS Applied Nano Materials
10.1002/advs.201903525,"“…In general, there are several advantages for CDs as the CL imaging probes: (i) CDs exhibit excellent light emission ability and the luminescence property can be tuned by different methods; [  30,31  ] (ii) CDs with emission wavelength at near‐infrared (NIR) region (beyond 650 nm) can be synthesized, which is particularly important for bioimaging due to the deep tissue penetration; [  32,33  ] (iii) the energy level of CDs can be modulated to reduce the energy interval with the energetic intermediate‐1,2‐dioxetanedione, which is beneficial to the electron transfer in the process of H 2 O 2 ‐activated luminescence and further enhances the CL quantum efficiency (QY) of CDs; [  14  ] (iv) the abundant surface radicals endow CDs with the good ability of drug carriers; [  34,35  ] (v) benign biocompatibility and high photostability of CDs make them promising application in CL bioimaging. [  36–42  ] Hence, it is significant to develop CD‐based CL probes to generate luminescent signals in response to H 2 O 2 and further provides a category of bioimaging for ROS.…”",Scite,,2020,Advanced Science
10.1002/app.48443,"“…Carbon dots (CDs) are a category of zero‐dimensional carbon‐based nanoparticles, endowed with excellent photo‐luminescence, water‐soluble, high biocompatibility, and low toxicity [refs]. Due to their fantastic properties, these nanoparticles have gained lots of interest for a wide range of applications including sensors, [refs] bio‐imaging, [refs] drug delivery, [refs] light‐emitting diodes, [refs] and photo‐catalytic [refs]. In a broad sense, CDs can be divided into graphene quantum dots (GQDs), carbon quantum dots (CQDs) and carbon nanodots (CNDs) according to the core crystallinity and presence or absence of quantum confinement effect [ref]…”",Scite,,2020,Journal of Applied Polymer Science
10.1002/ppsc.201900489,"“…In the meantime, AE‐TPEA acting as a specific receptor for Cu 2+ ions is synthesized and conjugated with the responsive CdSe@C nanohybrid to form inorganic–organic CdSe@C‐TPEA probes. [  156  ] Zhu et al developed a simple and high‐output process for the construction of CDs with a QY as high as ≈80%. The polymer‐like CDs were changed into carbogenic CDs through a low‐to‐high temperature synthesis.…”",Scite,,2020,Particle &amp; Particle Systems Characterization
10.1002/smtd.201900440,"“…In recent decades, graphitic nanomaterials such as fullerene, [refs] carbon nanotubes, [refs] and graphene[refs] have been widely used in bioanalysis and biomedicine due to their unique physical and chemical properties, versatile natures, and negligible toxicities [refs]. To date, a variety of graphitic nanomaterial‐based applications have facilitated the development of biomedical applications, such as carbon quantum‐dot‐based biosensors and imaging systems, [refs] graphene oxide‐based biosensors[refs] and drug delivery systems, [refs] and carbon nanotube‐based therapy applications [refs]. Compared with other widely used nanomaterials, graphitic nanomaterials show superior fluorescence quenching performance, larger Raman scattering cross‐sections than conventional organic Raman tags, [ref] and better biocompatibility .…”",Scite,,2020,Small Methods
10.1002/wnan.1617,,Scopus citing DOI,197.pdf,2020,WIREs Nanomedicine and Nanobiotechnology
10.1007/s00604-019-4104-3,"To overcome this disadvantage, the ratiometric fluorescent sensors based on dual emissions may be the superior candidates [13, 14].",SemSchol&FB,,2020,Microchimica Acta
10.1007/s00604-020-04344-1,,Scopus citing DOI,203.pdf,2020,Microchimica Acta
10.1016/j.cclet.2019.05.021,,Scopus citing DOI,180.pdf,2020,Chinese Chemical Letters
10.1016/j.ccr.2019.213113,,Scopus citing DOI,184.pdf,2020,Coordination Chemistry Reviews
10.1016/j.cej.2020.124182,,Scopus citing DOI,196.pdf,2020,Chemical Engineering Journal
10.1016/j.isci.2020.101344,"Our group has been committed to develop analytical methods for determination of metal ions and oxidative stress-related biological species in live cells and brain (Zhu et al., 2012; Kong et al., 2011, 2012; Liu et al., 2017, 2018a, 2018b, 2019a, 2019b; Li et al., 2017a; Wang et al., 2019a).",SemSchol&FB,,2020,iScience
10.1016/j.jcis.2020.02.011,,Scopus citing DOI,209.pdf,2020,Journal of Colloid and Interface Science
10.1016/j.jddst.2020.101889,,Scopus citing DOI,208.pdf,2020,Journal of Drug Delivery Science and Technology
10.1016/j.jelechem.2020.113936,,Scopus citing DOI,198.pdf,2020,Journal of Electroanalytical Chemistry
10.1016/j.jelechem.2020.114376,,Scopus citing DOI,206.pdf,2020,Journal of Electroanalytical Chemistry
10.1016/j.jpba.2020.113480,,Scopus citing DOI,213.pdf,2020,Journal of Pharmaceutical and Biomedical Analysis
10.1016/j.microc.2020.104603,,Scopus citing DOI,194.pdf,2020,Microchemical Journal
10.1016/j.microc.2020.105494,,Scopus citing DOI,220.pdf,2020,Microchemical Journal
10.1016/j.molliq.2020.112593,,Scopus citing DOI,212.pdf,2020,Journal of Molecular Liquids
10.1016/j.molliq.2020.113086,,Scopus citing DOI,214.pdf,2020,Journal of Molecular Liquids
10.1016/j.nantod.2020.100879,,Scopus citing DOI,201.pdf,2020,Nano Today
10.1016/j.nantod.2020.100954,,Scopus citing DOI,219.pdf,2020,Nano Today
10.1016/j.saa.2019.117485,,Scopus citing DOI,179.pdf,2020,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.saa.2020.118592,,Scopus citing DOI,204.pdf,2020,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy
10.1016/j.snb.2020.127916,,Scopus citing DOI,211.pdf,2020,Sensors and Actuators B: Chemical
10.1016/j.snb.2020.128411,,Scopus citing DOI,207.pdf,2020,Sensors and Actuators B: Chemical
10.1016/j.talanta.2019.120534,,Scopus citing DOI,188.pdf,2020,Talanta
10.1016/j.talanta.2020.121355,,Scopus citing DOI,210.pdf,2020,Talanta
10.1016/j.tsf.2019.137704,,Scopus citing DOI,,2020,Thin Solid Films
10.1021/acsami.0c03312,,Scopus citing DOI,19.pdf,2020,ACS Applied Materials &amp; Interfaces
10.1088/1361-6528/abb0b5,"“…Liu et al synthesized a simple Ag/CD composite-based dual-signal probe for detection of Hg 2+ [14]. Meanwhile, the excellent fluorescence characteristics of CDs make them suitable for biological imaging applications [15,16]. Tumor imaging plays an indispensable role in cancer therapy.…”",Scite,,2020,Nanotechnology
10.1002/anie.202103458,,Scopus citing DOI,225.pdf,2021,Angewandte Chemie International Edition
10.1002/anie.202106193,,Scopus citing DOI,235.pdf,2021,Angewandte Chemie International Edition
10.1007/s00216-021-03221-x,The characteristic peak of the C-O functional group was recorded at 1286 cm [36].,SemSchol&FB,,2021,Analytical and Bioanalytical Chemistry
10.1007/s00604-021-04929-4,,Scopus citing DOI,237.pdf,2021,Microchimica Acta
10.1007/s10812-021-01188-2,,Scopus citing DOI,231.pdf,2021,Journal of Applied Spectroscopy
10.1007/s11426-020-9961-3,,Scopus citing DOI,230.pdf,2021,Science China Chemistry
10.1007/s41664-021-00162-3,"The peak at around 1640 cm−1 indicated the existence of C=O or N–H, whereas the bands at around 1096 cm−1 were corresponded to carboxylic groups [44, 45].",SemSchol&FB,,2021,Journal of Analysis and Testing
10.1016/j.ccr.2020.213727,"“…[196][197][198][199][200] Moreover, ratiometric dual-probe systems bearing a Cu 2+ -responsive and Cu 2+ -insensitive fluorophore have been reported (see Figure 5F). [201][202][203][204] Finally, single-probe ratiometric sensors have been typically developed via naphtalimide derivatives, based on excitation/emission wavelength shift induced by Cu 2+ binding (see Figure 5E), while rhodamine derivatives have been exploited as the substrate for Cu 2+ -induced hydrolysis-based ratiometric response. [205][206][207][208][209]…”",Scite,,2021,Coordination Chemistry Reviews
10.1016/j.cis.2021.102548,,Scopus citing DOI,,2021,Advances in Colloid and Interface Science
10.1016/j.colsurfa.2021.127299,,Scopus citing DOI,234.pdf,2021,Colloids and Surfaces A: Physicochemical and Engineering Aspects
10.1016/j.dyepig.2021.109766,,Scopus citing DOI,250.pdf,2021,Dyes and Pigments
10.1016/j.matpr.2020.11.417,,Scopus citing DOI,224.pdf,2021,Materials Today: Proceedings
10.1016/j.optmat.2020.110743,,Scopus citing DOI,232.pdf,2021,Optical Materials
10.1016/j.snb.2020.129390,,Scopus citing DOI,229.pdf,2021,Sensors and Actuators B: Chemical
10.1016/j.snb.2021.130072,,Scopus citing DOI,233.pdf,2021,Sensors and Actuators B: Chemical
10.1016/j.snb.2021.130730,,Scopus citing DOI,251.pdf,2021,Sensors and Actuators B: Chemical
10.1016/j.talanta.2020.121621,,Scopus citing DOI,218.pdf,2021,Talanta
10.1016/j.talanta.2020.121691,,Scopus citing DOI,,2021,Talanta
10.1021/acsami.0c22077,"“…Carbon dots (CDs), a recently discovered carbon-based nanomaterials, have aroused extensive interest in the fields of optoelectronics,  [ref]−[ref] [ref] [ref]  biological imaging,  [ref]−[ref] [ref] [ref]  fluorescent sensors,  [ref]−[ref] [ref] [ref]  gene and drug delivery,  [ref]−[ref] [ref] [ref]  and catalysis.  [ref]−[ref] [ref]  Comfortingly, CDs have recently gained tremendous attentions in tribology, especially in the aspect of lubricant additives, due to their unique advantages distinct from traditional carbon-based nanomaterials.  [ref]−[ref] [ref] [ref] [ref] [ref] [ref] [ref] [ref]  First, CDs are ultrasmall (<10 nm) and well-distributed, which is advantageous to break through the embedded stability obstacle of other carbon nanomaterials into the wear tracks of rubbing surfaces. Moreover, in view of the chemical designability of the surface moieties of CDs, the favorable compatibility with base lubricants can be achieved by easily tailoring the surface nature of CDs using precursors with various groups during their “bottom-up” synthesis process.…”",Scite,,2021,ACS Applied Materials &amp; Interfaces
10.1021/acsanm.1c01880,,Scopus citing DOI,236.pdf,2021,ACS Applied Nano Materials
10.1021/acsbiomaterials.1c00457,"“…HeLa cells were incubated with CuCl 2 (10 μM) and PDTC (2 μM) for 1 h to increase the concentration of intracellular copper(II) ions. 20 After washing with PBS for three times to remove the residual CuCl 2 and PDTC, the cells were incubated with 0.09 mM nanoindicator for 5 h. As a control group, COS7 cells were cultured with 0.09 mM nanoindicator for 5 h. Lastly, the culture medium was removed, and the cells were washed with PBS for three times to remove the residual nanoindicator. Then their nuclei were stained with the blue-fluorescent Hoechst 33342 solution (10 μg/mL) for 15 min.…”",Scite,,2021,ACS Biomaterials Science &amp; Engineering
10.1515/gps-2021-0006,,Scopus citing DOI,20.pdf,2021,Green Processing and Synthesis
10.37188/CJL.20210171,,Scopus citing DOI,,2021,Chinese Journal of Luminescence
